3455.449500263  2.233531E-16
3458.51748101314  1.262382E-16
3461.58546176327  1.077559E-16
3464.6534425134  9.132829E-17
3467.72142326354  5.651622E-18
3470.78940401367  1.008441E-16
3473.85738476381  1.522255E-16
3476.92536551394  9.488308E-17
3479.99334626408  1.183662E-17
3483.06132701421  7.896516E-17
3486.12930776435  1.307339E-16
3489.19728851448  8.710950E-17
3492.26526926461  -3.235694E-17
3495.33325001475  5.149617E-17
3498.40123076488  7.368755E-17
3501.46921151502  -1.099147E-17
3504.53719226515  5.969211E-17
3507.60517301528  4.976639E-17
3510.67315376542  -2.165400E-17
3513.74113451555  9.427681E-17
3516.80911526569  8.585765E-17
3519.87709601582  3.676796E-17
3522.94507676596  9.669588E-17
3526.01305751609  9.009289E-17
3529.08103826622  5.704701E-17
3532.14901901636  8.500679E-17
3535.21699976649  1.829384E-16
3538.28498051663  8.311852E-17
3541.35296126676  9.968329E-17
3544.42094201689  6.570772E-17
3547.48892276703  8.209182E-18
3550.55690351716  3.743761E-17
3553.6248842673  1.446534E-17
3556.69286501743  -8.903419E-18
3559.76084576757  1.288898E-16
3562.8288265177  1.477296E-16
3565.89680726783  1.102078E-16
3568.96478801797  6.718248E-17
3572.0327687681  5.374667E-17
3575.10074951824  3.544941E-17
3578.16873026837  4.732530E-17
3581.2367110185  1.124060E-16
3584.30469176864  8.841110E-17
3587.37267251877  8.434635E-17
3590.44065326891  6.985074E-17
3593.50863401904  2.780824E-17
3596.57661476918  1.970159E-17
3599.64459551931  2.891067E-17
3602.71257626944  6.416620E-17
3605.78055701958  7.367217E-17
3608.84853776971  1.566230E-16
3611.91651851985  2.941534E-17
3614.98449926998  3.757302E-17
3618.05248002012  1.239978E-16
3621.12046077025  5.810560E-17
3624.18844152038  4.559234E-17
3627.25642227052  3.544964E-17
3630.32440302065  1.234351E-17
3633.39238377079  1.256664E-16
3636.46036452092  1.459349E-16
3639.52834527106  1.096424E-16
3642.59632602119  5.393363E-17
3645.66430677132  3.005837E-17
3648.73228752146  6.985041E-17
3651.80026827159  8.963788E-17
3654.86824902173  7.606713E-17
3657.93622977186  4.939097E-17
3661.00421052199  9.550409E-17
3664.07219127213  4.143364E-17
3667.14017202226  8.895110E-18
3670.2081527724  1.816611E-16
3673.27613352253  9.689488E-17
3676.34411427267  1.158322E-16
3679.4120950228  7.383574E-17
3682.48007577293  9.795515E-17
3685.54805652307  4.288552E-17
3688.6160372732  8.228689E-17
3691.68401802334  1.587598E-16
3694.75199877347  1.631428E-16
3697.81997952361  1.435190E-16
3700.88796027374  9.220996E-17
3703.95594102387  6.824673E-17
3707.02392177401  6.067030E-17
3710.09190252414  4.792493E-17
3713.15988327428  1.095942E-16
3716.22786402441  1.365807E-16
3719.29584477455  1.278593E-16
3722.36382552468  6.081202E-17
3725.43180627481  9.075265E-17
3728.49978702495  1.099231E-16
3731.56776777508  1.353136E-16
3734.63574852522  7.860681E-17
3737.70372927535  1.167756E-16
3740.77171002548  1.065566E-16
3743.83969077562  1.355413E-16
3746.90767152575  8.241113E-17
3749.97565227589  8.303289E-17
3753.04363302602  1.777205E-16
3756.11161377615  1.270453E-16
3759.17959452629  1.428858E-16
3762.24757527642  1.730805E-16
