3776.7	8.239813988686266e-16
3802.3	1.0715512805730479e-15
3827.9	1.3192677975973374e-15
3853.4	1.3565942937403034e-15
3879.0	8.310604881849352e-16
3904.6	8.621299546656703e-16
3930.1	1.0058582263532519e-15
3955.7	1.840906727578545e-15
3981.3	2.4980537991497552e-15
4006.8	2.603294513960061e-15
4032.4	2.5918191651669113e-15
4058.0	2.5929235599556878e-15
4083.6	3.0885474563949653e-15
4109.1	3.487702586848015e-15
4134.7	3.0511903167504695e-15
4160.3	2.5478309976369613e-15
4185.8	2.425712775444431e-15
4211.4	2.116863193230289e-15
4237.0	2.1009836396649927e-15
4262.6	1.8369541668287256e-15
4288.1	1.6016462312696201e-15
4313.7	1.8838857983402034e-15
4339.3	2.1999125401353932e-15
4364.8	2.0863059671331715e-15
4390.4	2.239565043099838e-15
4416.0	2.4289629506032745e-15
4441.6	2.479839892462318e-15
4467.1	2.450202394761483e-15
4492.7	1.982233049874731e-15
4518.3	1.873634758912807e-15
4543.8	2.201916375746427e-15
4569.4	3.306780616418765e-15
4595.0	4.24092656477371e-15
4620.5	4.4341921851994635e-15
4646.1	4.542661888681714e-15
4671.7	4.578790912652652e-15
4697.3	4.361069138476437e-15
4722.8	3.707225311920946e-15
4748.4	3.255740786931738e-15
4774.0	2.9421204603317236e-15
4799.5	2.6029201208937298e-15
4825.1	2.6534069214302936e-15
4850.7	3.765780066044531e-15
4876.3	4.554504215474043e-15
4901.8	4.649159114201094e-15
4927.4	5.34244340344261e-15
4953.0	5.324376341572141e-15
4978.5	4.285020390863658e-15
5004.1	4.141785514373202e-15
5029.7	4.988812455550987e-15
5055.3	5.204059233450542e-15
5080.8	4.777472384121675e-15
5106.4	3.756480505663997e-15
5132.0	2.8806792082107687e-15
5157.5	2.9780884540252374e-15
5183.1	3.5911592077818745e-15
5208.7	4.0684517406664184e-15
5234.2	4.118352528799664e-15
5259.8	4.0106436936285655e-15
5285.4	4.0013161545681965e-15
5311.0	4.111475172831248e-15
5336.5	4.470737959225815e-15
5362.1	4.60659204195971e-15
5387.7	4.560519087463878e-15
5413.2	4.609274929367605e-15
5438.8	4.509713728713836e-15
5464.4	4.425817815236167e-15
5490.0	4.142534987680717e-15
5515.5	4.154600579347971e-15
