3369.501930884246 8.990981470943367e-16 1.0071849508294808e-16
3372.472522031884 7.498183506308591e-16 1.0276293529963847e-16
3375.4431131795227 7.792477915805939e-16 9.323850799114668e-17
3378.413704327161 8.147751476103347e-16 8.738976899265233e-17
3381.3842954747997 8.067101820934518e-16 9.562861487000729e-17
3384.354886622438 8.316671087525983e-16 9.780979877033188e-17
3387.3254777700763 8.596334307743995e-16 8.779468191711918e-17
3390.296068917715 9.111308111797929e-16 8.612854491791456e-17
3393.266660065353 8.75604547312456e-16 9.61682702920816e-17
3396.2372512129914 9.242773346570384e-16 9.580081794231274e-17
3399.20784236063 9.049417694027843e-16 8.440130694522321e-17
3402.1784335082684 9.005250584705446e-16 8.449497499845935e-17
3405.1490246559065 7.723197572000471e-16 9.30282748211896e-17
3408.119615803545 9.315530310199735e-16 9.113445984108494e-17
3411.0902069511835 9.481557225886439e-16 7.876107485170272e-17
3414.0607980988216 8.454303876831359e-16 8.017770992997381e-17
3417.03138924646 8.245481295328159e-16 8.838760000939938e-17
3420.0019803940986 8.521102680934323e-16 8.635732173280853e-17
3422.9725715417367 7.38007822723693e-16 7.670799904368087e-17
3425.943162689375 6.992492317690911e-16 8.018476434362874e-17
3428.9137538370137 8.736877204826647e-16 8.66249658997507e-17
3431.884344984652 7.719797751779547e-16 8.038922492883706e-17
3434.8549361322903 8.054112223961219e-16 7.525976113090025e-17
3437.825527279929 9.491893525504132e-16 8.233671335280507e-17
3440.7961184275673 9.121438927614267e-16 8.546171769577078e-17
3443.7667095752054 8.312160553523519e-16 7.746861742582822e-17
3446.737300722844 8.438801297547332e-16 7.318456711817485e-17
3449.7078918704824 9.557618655750242e-16 8.241917237426897e-17
3452.6784830181205 9.22752891690164e-16 8.44830454890393e-17
3455.649074165759 8.434452367340698e-16 7.502578940369138e-17
3458.6196653133975 7.775412171404519e-16 7.084844909128085e-17
3461.590256461036 7.701959940712519e-16 7.889671073787555e-17
3464.560847608674 7.271952308712535e-16 7.890255313837535e-17
3467.5314387563126 7.936692236017992e-16 7.051020450820386e-17
3470.502029903951 8.168853182055336e-16 7.079163253614639e-17
3473.472621051589 8.25088593281461e-16 7.933101861587499e-17
3476.4432121992277 7.117001556830232e-16 7.620988349624748e-17
3479.413803346866 6.873144238165763e-16 6.641260881420549e-17
3482.3843944945042 6.45550238516648e-16 6.730557560263137e-17
3485.3549856421428 7.040485792287364e-16 7.491419289373273e-17
3488.3255767897813 7.649814564484239e-16 7.293665696802965e-17
3491.29616793742 7.629749276214331e-16 6.453709740697826e-17
3494.266759085058 8.429418999576091e-16 6.80650347421834e-17
3497.2373502326964 7.280998310205122e-16 7.34493390900602e-17
3500.207941380335 6.545102326483577e-16 7.017433025717362e-17
3503.178532527973 7.130140252540478e-16 6.487157519302504e-17
3506.1491236756115 6.74313253709992e-16 7.026897193028946e-17
3509.11971482325 7.307749439837213e-16 7.462230290205242e-17
3512.090305970888 8.020669680974259e-16 7.012163046441847e-17
3515.0608971185266 7.907083736280173e-16 6.547221232226814e-17
3518.031488266165 7.9883944792355015e-16 7.171531607285086e-17
3521.0020794138036 7.862634628379334e-16 7.407461113461559e-17
3523.9726705614416 7.588587022306283e-16 6.657938596232872e-17
3526.94326170908 7.283528670775273e-16 6.354773514563262e-17
3529.9138528567187 7.172795397569529e-16 7.077931622844508e-17
3532.8844440043567 7.156163303052823e-16 7.011159743039657e-17
3535.8550351519953 7.423314741621105e-16 6.153382100137725e-17
3538.8256262996338 7.573795959707594e-16 6.043020074310097e-17
3541.7962174472723 6.963220793258516e-16 6.858760965715147e-17
3544.7668085949103 7.652264145567992e-16 6.867805482477912e-17
3547.737399742549 6.677637038769443e-16 5.805561003018514e-17
3550.7079908901874 6.951532730175873e-16 5.827544045897386e-17
3553.6785820378254 7.796523274442433e-16 6.496300892560054e-17
3556.649173185464 7.612884454909647e-16 6.385170184804555e-17
3559.6197643331025 8.489971870540142e-16 5.862874539398813e-17
3562.5903554807405 8.818184392801827e-16 6.205507243109637e-17
3565.560946628379 8.358962364259384e-16 6.681884018590006e-17
3568.5315377760176 7.736168009049434e-16 6.284960711006023e-17
3571.502128923656 7.832479649933587e-16 5.687598520981364e-17
3574.472720071294 7.38399618135915e-16 5.960605253827168e-17
3577.4433112189326 7.031641029006914e-16 6.231112808943724e-17
3580.413902366571 7.093812869280735e-16 5.858838721857417e-17
3583.384493514209 7.458730216327012e-16 5.5439057043218583e-17
3586.3550846618477 7.246455114151301e-16 5.996200464065256e-17
3589.3256758094863 7.231628937989772e-16 6.237695739299218e-17
3592.2962669571243 7.493051200027832e-16 5.81168320625799e-17
