3850.0 5.328920719217255e-16
3851.27 4.2552727239400725e-16
3852.54 4.0587284320488203e-16
3853.81 3.929027412065505e-16
3855.08 4.2446692910280856e-16
3856.35 4.748351464186464e-16
3857.62 5.189181601386314e-16
3858.89 6.154862990229355e-16
3860.16 7.066298049127289e-16
3861.43 7.095354551576989e-16
3862.7 6.809871880820964e-16
3863.97 6.776374761962479e-16
3865.24 6.796562109694859e-16
3866.51 7.173998648242977e-16
3867.78 8.054351629102072e-16
3869.06 8.636606350141454e-16
3870.33 8.869694930398397e-16
3871.6 9.078163777909592e-16
3872.87 9.025370230288027e-16
3874.14 8.924880745295273e-16
3875.41 8.942543292544506e-16
3876.68 8.497797860379728e-16
3877.95 7.574769601081599e-16
3879.22 6.870646483548665e-16
3880.49 6.486597626562434e-16
3881.76 6.379589045134123e-16
3883.03 6.475662888743952e-16
3884.3 6.242811717924024e-16
3885.57 5.672126335287729e-16
3886.84 5.288219955972208e-16
3888.11 5.320142714260836e-16
3889.38 5.590755653017311e-16
3890.65 6.087430726991291e-16
3891.92 6.753034293655641e-16
3893.19 7.277946255947206e-16
3894.46 7.831597786751472e-16
3895.73 8.431602189907017e-16
3897.0 8.69730868582665e-16
3898.27 8.691780131578801e-16
3899.54 8.767218532541362e-16
3900.81 8.877955004684733e-16
3902.08 9.208851953139281e-16
3903.35 9.73079244416218e-16
3904.63 9.76409967100178e-16
3905.9 9.373370979691254e-16
3907.17 8.936122836580627e-16
3908.44 8.51046692853279e-16
3909.71 8.319848560944926e-16
3910.98 8.387201903529658e-16
3912.25 8.437358040593863e-16
3913.52 8.270088416532419e-16
3914.79 7.8948710586873915e-16
3916.06 7.638940028405453e-16
3917.33 7.770317718934796e-16
3918.6 7.924302292387406e-16
3919.87 7.908905975731633e-16
3921.14 7.921904961125552e-16
3922.41 7.930331882427564e-16
3923.68 7.895506297417719e-16
3924.95 8.076941166284398e-16
3926.22 8.422391891896865e-16
3927.49 8.629765964290254e-16
3928.76 8.767903716232753e-16
3930.03 8.828494454314739e-16
3931.3 8.68388709186396e-16
3932.57 8.655314978914934e-16
3933.84 8.915522020911786e-16
3935.11 9.085752404805426e-16
3936.38 9.28494226061602e-16
3937.65 9.723103690441555e-16
3938.92 9.939224223937039e-16
3940.19 9.781896032154719e-16
3941.47 9.784131345346073e-16
3942.74 9.781284211595923e-16
3944.01 9.08255282910129e-16
3945.28 8.101479771011313e-16
3946.55 7.685530501323914e-16
3947.82 7.635137335248903e-16
3949.09 7.627601111935016e-16
3950.36 7.990776263177264e-16
3951.63 8.584606685247558e-16
3952.9 8.790389253955816e-16
3954.17 8.580365564934592e-16
3955.44 8.428962086575562e-16
3956.71 8.466290670602497e-16
3957.98 8.594286755907642e-16
3959.25 8.950652150413135e-16
3960.52 9.227554448873308e-16
3961.79 9.124908772956627e-16
3963.06 8.896069430495888e-16
3964.33 8.655016605377352e-16
3965.6 8.225114184062412e-16
3966.87 7.851243161813831e-16
3968.14 7.708533303481272e-16
3969.41 7.57203465285455e-16
3970.68 7.487179310015323e-16
3971.95 7.472910384132375e-16
3973.22 7.440930031247593e-16
3974.49 7.37862074706916e-16
3975.76 7.357278570921824e-16
3977.04 7.662855819811995e-16
3978.31 8.169042847110031e-16
3979.58 8.545423963588112e-16
3980.85 9.001177206700734e-16
3982.12 9.640148337017347e-16
3983.39 9.981302106021916e-16
3984.66 1.0180119342520616e-15
3985.93 1.0671017649917454e-15
3987.2 1.0691506515224283e-15
3988.47 9.91727137803739e-16
3989.74 9.339876503585066e-16
3991.01 9.154414804007552e-16
3992.28 8.621911342131788e-16
3993.55 8.190045346389354e-16
3994.82 8.488830678940633e-16
3996.09 8.618067135837638e-16
3997.36 8.146461857140908e-16
3998.63 7.762269846234104e-16
3999.9 7.674992288299748e-16
4001.17 7.615246794974864e-16
4002.44 7.652573419134092e-16
4003.71 7.816031873100001e-16
4004.98 8.033405598277272e-16
4006.25 8.354979104868622e-16
4007.52 8.495636814961083e-16
4008.79 8.155530749467995e-16
4010.06 7.730551774076103e-16
4011.33 7.675755678617721e-16
4012.6 7.633258548990199e-16
4013.88 7.405612690260162e-16
4015.15 7.552108800046276e-16
4016.42 8.039339471947437e-16
4017.69 8.233687290916495e-16
4018.96 8.209260228405251e-16
4020.23 8.445140258161179e-16
4021.5 8.724985155741985e-16
4022.77 8.438653251714529e-16
4024.04 7.877880669990878e-16
4025.31 7.738578219806914e-16
4026.58 7.905651140870469e-16
4027.85 7.918476631131934e-16
4029.12 7.878876920847875e-16
4030.39 7.890588432778946e-16
4031.66 7.790251927364324e-16
4032.93 7.503125497238829e-16
4034.2 7.182506557726847e-16
4035.47 7.130366525073949e-16
4036.74 7.04579663099611e-16
4038.01 6.552393873400838e-16
4039.28 6.160106785429533e-16
4040.55 6.207693802484329e-16
4041.82 6.142452589163232e-16
4043.09 6.023235701255562e-16
4044.36 6.347334622674779e-16
4045.63 6.813432745384039e-16
4046.9 7.098352636724251e-16
4048.17 7.441159624246932e-16
4049.44 7.741589331953415e-16
4050.72 7.532647055165393e-16
4051.99 6.819639540643531e-16
4053.26 6.184028225154555e-16
4054.53 6.065814936489671e-16
4055.8 6.242834350878999e-16
4057.07 6.33543639342744e-16
4058.34 6.377993575181982e-16
4059.61 6.417379278857e-16
4060.88 6.145502589144182e-16
4062.15 5.951665995010801e-16
4063.42 6.306836989592125e-16
4064.69 6.717901063963319e-16
4065.96 6.800108617099637e-16
4067.23 6.94298068291826e-16
4068.5 7.048708317489604e-16
4069.77 6.845668792684669e-16
4071.04 6.764719173514167e-16
4072.31 6.76435408361914e-16
4073.58 6.710974086006668e-16
4074.85 6.841424130406841e-16
4076.12 7.16271025598356e-16
4077.39 7.623618050967961e-16
4078.66 8.191155328025257e-16
4079.93 8.373987215950709e-16
4081.2 8.129309922931817e-16
4082.47 7.9989533736785455e-16
4083.74 7.928677081562798e-16
4085.01 7.805522277756993e-16
4086.29 7.746430125100393e-16
4087.56 7.36727209321767e-16
4088.83 6.517044080343692e-16
4090.1 5.748707179781781e-16
4091.37 5.505140576287153e-16
4092.64 5.744837660896257e-16
4093.91 6.213341910604278e-16
4095.18 6.67966227521781e-16
4096.45 6.942034374775193e-16
4097.72 6.699916677470524e-16
4098.99 6.217598003525043e-16
4100.26 6.023403748903908e-16
4101.53 5.984672241297782e-16
4102.8 5.86051479046467e-16
4104.07 5.902697764406069e-16
4105.34 6.047814133086699e-16
4106.61 5.948309041931803e-16
4107.88 5.765361932430953e-16
4109.15 5.768378840738939e-16
4110.42 5.863730953137625e-16
4111.69 5.763596484053356e-16
4112.96 5.610383074423948e-16
4114.23 5.7901787961885335e-16
4115.5 6.014629209910837e-16
4116.77 5.87789615386792e-16
4118.04 5.778998927879623e-16
4119.31 5.861881709960826e-16
4120.58 5.624349437784518e-16
4121.85 5.20524409085607e-16
4123.13 5.039681054734239e-16
4124.4 4.893555766640547e-16
4125.67 4.791256198299674e-16
4126.94 5.067186323275758e-16
4128.21 5.429925736745793e-16
4129.48 5.4513480115456545e-16
4130.75 5.42053893218846e-16
4132.02 5.694541867595569e-16
4133.29 5.974761141558779e-16
4134.56 6.025812653633882e-16
4135.83 6.01932216923769e-16
4137.1 5.846469115982148e-16
4138.37 5.402123939291035e-16
4139.64 5.010544754066015e-16
4140.91 4.7530972582166e-16
4142.18 4.53388631814174e-16
4143.45 4.584561528646705e-16
4144.72 4.899104486221968e-16
4145.99 5.133285110280182e-16
4147.26 5.413273601468682e-16
4148.53 5.998277034055409e-16
4149.8 6.514378231931883e-16
4151.07 6.483415324090877e-16
4152.34 6.172963504744365e-16
4153.61 5.892701005881967e-16
4154.88 5.685988242943279e-16
4156.15 5.611305539560354e-16
4157.42 5.723388387813468e-16
4158.7 6.003884369626143e-16
4159.97 6.35336090227641e-16
4161.24 6.528124077580392e-16
4162.51 6.529984760316891e-16
4163.78 6.524050687215348e-16
4165.05 6.369585309016209e-16
4166.32 6.109398447679073e-16
4167.59 6.003871823698722e-16
4168.86 6.128850021553908e-16
4170.13 6.471401499538085e-16
4171.4 6.981338756835202e-16
4172.67 7.727604040970779e-16
4173.94 8.295080324385453e-16
4175.21 8.079847279152042e-16
4176.48 7.424899140473946e-16
4177.75 7.019933159620299e-16
4179.02 6.6865340312312e-16
4180.29 6.489747406174446e-16
4181.56 6.821179253515384e-16
4182.83 7.372130827544394e-16
4184.1 7.710239186500009e-16
4185.37 7.731596659111034e-16
4186.64 7.657572366289593e-16
4187.91 7.862732744664653e-16
4189.18 8.106407025990816e-16
4190.45 8.182033388613649e-16
4191.72 8.151982220297396e-16
4192.99 7.645272274748221e-16
4194.26 6.63406580763641e-16
4195.54 5.827165663477026e-16
4196.81 5.422353791980195e-16
4198.08 5.294085367924342e-16
4199.35 5.542373300551904e-16
4200.62 6.035358977094788e-16
4201.89 6.459278164020448e-16
4203.16 6.593924871335451e-16
4204.43 6.522781875738468e-16
4205.7 6.511593140316929e-16
4206.97 6.63605196247469e-16
4208.24 6.965771496960597e-16
4209.51 7.2847121230610515e-16
4210.78 7.291670442827762e-16
4212.05 7.19591145700232e-16
4213.32 7.159189392165015e-16
4214.59 6.924937841246561e-16
4215.86 6.596471437324114e-16
4217.13 6.387705921440561e-16
4218.4 6.253224297259728e-16
4219.67 6.140534719865126e-16
4220.94 5.960554316623796e-16
4222.21 5.674404376445024e-16
4223.48 5.530106612728773e-16
4224.75 5.670739646227186e-16
4226.02 5.790852010695097e-16
4227.29 5.785621978335933e-16
4228.56 5.851700624634935e-16
4229.83 6.090973578829143e-16
4231.11 6.440751606288439e-16
4232.38 6.799215242547434e-16
4233.65 7.001174982632507e-16
4234.92 7.129493484096227e-16
4236.19 7.0815554951297095e-16
4237.46 6.565875479679054e-16
4238.73 5.90789230259083e-16
4240.0 5.620909166190177e-16
4241.27 5.554320509516621e-16
4242.54 5.541821816254431e-16
4243.81 5.859314998531459e-16
4245.08 6.427033059412871e-16
4246.35 6.791885507276988e-16
4247.62 7.104120027301807e-16
4248.89 7.657424253322173e-16
4250.16 8.010897556551965e-16
4251.43 7.825755209862946e-16
4252.7 7.354612225812209e-16
4253.97 6.770635266387193e-16
4255.24 6.264821991049656e-16
4256.51 6.147053765512354e-16
4257.78 6.266827264027986e-16
4259.05 6.410978522290628e-16
4260.32 6.600391808701512e-16
4261.59 6.670393388256853e-16
4262.86 6.455637187383958e-16
4264.13 6.150569448228322e-16
4265.4 6.143796009707146e-16
4266.67 6.292181218716875e-16
4267.95 6.074388511196498e-16
4269.22 5.622486731806998e-16
4270.49 5.707411627155957e-16
4271.76 6.272228174883676e-16
4273.03 6.631448312748196e-16
4274.3 6.903130669811345e-16
4275.57 7.238874383026707e-16
4276.84 7.0109170060756145e-16
4278.11 6.169862070929538e-16
4279.38 5.537126826180295e-16
4280.65 5.223233663146997e-16
4281.92 5.020795161922337e-16
4283.19 5.222612543348186e-16
4284.46 5.614013404506684e-16
4285.73 5.700982033259976e-16
4287.0 5.593234604912829e-16
4288.27 5.379019603948519e-16
4289.54 4.953432045653784e-16
4290.81 4.554998322902486e-16
4292.08 4.498571987370858e-16
4293.35 4.708767369556875e-16
4294.62 4.962295892430669e-16
4295.89 5.1987790773043205e-16
4297.16 5.497615877979118e-16
4298.43 5.84537126174734e-16
4299.7 6.177701894095869e-16
4300.97 6.438706714672558e-16
4302.24 6.544759104121631e-16
4303.52 6.3107446671794e-16
4304.79 5.77439447046607e-16
4306.06 5.303347677573638e-16
4307.33 4.983071834382342e-16
4308.6 4.698295810008147e-16
4309.87 4.774908023713191e-16
4311.14 5.018476381389325e-16
4312.41 5.034292511398652e-16
4313.68 5.017113765273808e-16
4314.95 5.11871108752131e-16
4316.22 5.112783794783557e-16
4317.49 5.014214163122462e-16
4318.76 4.929879357481123e-16
4320.03 4.83895309107566e-16
4321.3 4.780475873005968e-16
4322.57 4.747195446034856e-16
4323.84 4.713816022767624e-16
4325.11 4.614249306971603e-16
4326.38 4.552621932371062e-16
4327.65 4.573416370264676e-16
4328.92 4.467900434998427e-16
4330.19 4.357403698991757e-16
4331.46 4.492224682929547e-16
4332.73 4.727773972657464e-16
4334.0 4.992604840892429e-16
4335.27 5.358379624328371e-16
4336.54 5.594824100858817e-16
4337.81 5.607551736173028e-16
4339.08 5.489556917949152e-16
4340.36 5.151977880542313e-16
4341.63 4.712954917894889e-16
4342.9 4.432528028362041e-16
4344.17 4.235158471548492e-16
4345.44 4.0864997455485674e-16
4346.71 4.065237564481922e-16
4347.98 4.14369430052685e-16
4349.25 4.271172933763079e-16
4350.52 4.445510367384883e-16
4351.79 4.571162256687851e-16
4353.06 4.673028310785399e-16
4354.33 4.872050271896678e-16
4355.6 5.122424985886889e-16
4356.87 5.366040026007229e-16
4358.14 5.595227948139136e-16
4359.41 5.694990542084704e-16
4360.68 5.623206483229267e-16
4361.95 5.520309623967981e-16
4363.22 5.347880780230677e-16
4364.49 5.153356903515472e-16
4365.76 5.064205829284856e-16
4367.03 4.946242941694946e-16
4368.3 4.684251716329267e-16
4369.57 4.463831548363379e-16
4370.84 4.385525991582348e-16
4372.11 4.3797181292405574e-16
4373.38 4.330359112677952e-16
4374.65 4.219133772462336e-16
4375.92 4.131611118674199e-16
4377.2 4.070295611775498e-16
4378.47 4.037930247318102e-16
4379.74 4.125931765679805e-16
4381.01 4.4143451016181784e-16
4382.28 4.824458237758253e-16
4383.55 5.119875636090501e-16
4384.82 5.06212140735542e-16
4386.09 4.879344482565951e-16
4387.36 4.852444898404412e-16
4388.63 4.816589554840698e-16
4389.9 4.649671685209339e-16
4391.17 4.614610342978499e-16
4392.44 4.760803902838774e-16
4393.71 4.860517992959332e-16
4394.98 4.821760331296135e-16
4396.25 4.72033425555768e-16
4397.52 4.711380015148606e-16
4398.79 4.670274112983092e-16
4400.06 4.3471804357703993e-16
4401.33 3.9656739305393224e-16
4402.6 3.8648185054987025e-16
4403.87 3.855082048356953e-16
4405.14 3.880147014554538e-16
4406.41 4.1335092197153723e-16
4407.68 4.425997438506708e-16
4408.95 4.553155596010975e-16
4410.22 4.639004909727506e-16
4411.49 4.540629435292689e-16
4412.77 4.267640278194663e-16
4414.04 4.277373088188414e-16
4415.31 4.4275288891712173e-16
4416.58 4.385320477785698e-16
4417.85 4.587295681157798e-16
4419.12 5.269295798151571e-16
4420.39 5.828349228368154e-16
4421.66 6.0324455262010465e-16
4422.93 6.259949494564405e-16
4424.2 6.546958629448117e-16
4425.47 6.571864230353581e-16
4426.74 6.386639005999288e-16
4428.01 6.3355074717137265e-16
4429.28 6.297993801890906e-16
4430.55 5.962904368703885e-16
4431.82 5.569655817300034e-16
4433.09 5.398554054244256e-16
4434.36 5.457738460576358e-16
4435.63 5.749802698441224e-16
4436.9 6.114322715480084e-16
4438.17 6.351906179276396e-16
4439.44 6.534880464412563e-16
4440.71 6.633333576201037e-16
4441.98 6.60969006041583e-16
4443.25 6.606250849831409e-16
4444.52 6.594830354170452e-16
4445.79 6.453141722898383e-16
4447.06 6.195691154386219e-16
4448.33 5.891904345275646e-16
4449.61 5.593646737821618e-16
4450.88 5.455345539948579e-16
4452.15 5.518575401316291e-16
4453.42 5.635480346826194e-16
4454.69 5.724752333307802e-16
4455.96 5.931223183854585e-16
4457.23 6.277265802669458e-16
4458.5 6.641411232010055e-16
4459.77 7.089390259579859e-16
4461.04 7.653871121807505e-16
4462.31 8.0213675680722585e-16
4463.58 7.896461483310554e-16
4464.85 7.42723479386242e-16
4466.12 6.844902570041789e-16
4467.39 6.2289625896946545e-16
4468.66 5.823502821338894e-16
4469.93 5.691447700011017e-16
4471.2 5.733622668345399e-16
4472.47 5.878174378555401e-16
4473.74 5.993401867219424e-16
4475.01 6.162520795281606e-16
4476.28 6.516871053585933e-16
4477.55 6.872097616832007e-16
4478.82 7.206270077091963e-16
4480.09 7.864883063734728e-16
4481.36 9.077983763115217e-16
4482.63 1.0794660507987012e-15
4483.9 1.2370772078095637e-15
4485.18 1.308370007625818e-15
4486.45 1.2846985077751853e-15
4487.72 1.1699621509299909e-15
4488.99 9.93633774999605e-16
4490.26 8.50101764779113e-16
4491.53 7.941194418203802e-16
4492.8 7.887105850207886e-16
4494.07 7.920885622486048e-16
4495.34 7.798239651172945e-16
4496.61 7.480003719098907e-16
4497.88 7.258784896392541e-16
4499.15 7.399703412506288e-16
4500.42 7.704425674352672e-16
